50 , 1.9 , 0.0
100 , 4.5 , 0.0
150 , 6.6000000000000005 , 0.0
200 , 10.4 , 0.0
250 , 13.700000000000001 , 0.0
300 , 16.7 , 0.0
350 , 19.0 , 0.0
400 , 19.8 , 0.0
450 , 41.5 , 0.0
500 , 57.9 , 0.0
550 , 59.5 , 0.0
600 , 61.8 , 0.0
650 , 62.6 , 0.0
700 , 69.6 , 0.0
750 , 71.7 , 0.0
800 , 75.9 , 0.0
850 , 76.9 , 0.0
900 , 77.9 , 0.0
950 , 78.60000000000001 , 0.0
1000 , 79.60000000000001 , 0.0
1050 , 81.5 , 0.0
1100 , 83.5 , 0.0
1150 , 84.39999999999999 , 0.0
1200 , 85.1 , 0.0
1250 , 87.0 , 0.0
1300 , 89.60000000000001 , 0.0
1350 , 90.0 , 0.0
1400 , 90.0 , 0.0
1450 , 90.0 , 0.0
1500 , 90.2 , 0.0
1550 , 90.2 , 0.0
1600 , 90.60000000000001 , 0.0
1650 , 92.4 , 0.0
1700 , 94.3 , 0.0
1750 , 95.0 , 0.0
1800 , 95.8 , 0.0
1850 , 95.89999999999999 , 0.0
1900 , 95.89999999999999 , 0.0
1950 , 95.89999999999999 , 0.0
2000 , 95.89999999999999 , 0.0
2050 , 95.89999999999999 , 0.0
2100 , 95.89999999999999 , 0.0
2150 , 95.89999999999999 , 0.0
2200 , 95.89999999999999 , 0.0
2250 , 95.89999999999999 , 0.0
2300 , 95.89999999999999 , 0.0
2350 , 95.89999999999999 , 0.0
2400 , 95.89999999999999 , 0.0
2450 , 95.89999999999999 , 0.0
2500 , 95.89999999999999 , 0.0
2550 , 95.89999999999999 , 0.0
2600 , 95.89999999999999 , 0.0
2650 , 96.5 , 0.0
2700 , 96.7 , 0.0
2750 , 96.89999999999999 , 0.0
2800 , 96.89999999999999 , 0.0
2850 , 97.2 , 0.0
2900 , 97.2 , 0.0
2950 , 97.2 , 0.0
3000 , 98.0 , 0.0
3050 , 98.1 , 0.0
3100 , 98.1 , 0.0
3150 , 98.1 , 0.0
3200 , 98.1 , 0.0
3250 , 98.1 , 0.0
3300 , 98.1 , 0.0
3350 , 98.3 , 0.0
3400 , 98.3 , 0.0
3450 , 98.3 , 0.0
3500 , 98.8 , 0.0
3550 , 98.9 , 0.0
3600 , 98.9 , 0.0
3650 , 98.9 , 0.0
3700 , 98.9 , 0.0
3750 , 98.9 , 0.0
3800 , 98.9 , 0.0
3850 , 98.9 , 0.0
3900 , 98.9 , 0.0
3950 , 98.9 , 0.0
4000 , 98.9 , 0.0
4050 , 98.9 , 0.0
4100 , 98.9 , 0.0
4150 , 98.9 , 0.0
4200 , 98.9 , 0.0
4250 , 98.9 , 0.0
4300 , 98.9 , 0.0
4350 , 98.9 , 0.0
4400 , 99.1 , 0.0
4450 , 99.2 , 0.0
4500 , 99.2 , 0.0
4550 , 99.2 , 0.0
4600 , 99.2 , 0.0
4650 , 99.2 , 0.0
4700 , 99.2 , 0.0
4750 , 99.2 , 0.0
4800 , 99.2 , 0.0
4850 , 99.2 , 0.0
4900 , 99.2 , 0.0
4950 , 99.2 , 0.0
5000 , 99.2 , 0.0
